cont_x1,cont_x2,cont_x3,cont_x4,mixed_x1,mixed_x2,mixed_x3,mixed_x4,logit_x1,logit_x2,logit_x3,logit_x4
1.2725401002138914,0.4472486228276558,-0.10425168182014329,-3.6294820388528684,0.0,0.0,1.0,-3.6294820388528684,-0.23623087112461458,-0.5106541984964073,0.10999799996386374,-3.6294820388528684
-0.5301533409119213,-2.2496642620224083,-2.129188223777616,2.157649698375658,0.0,1.0,0.0,2.157649698375658,-1.086606830015373,-0.22838381302428762,0.1053757689821162,2.157649698375658
-0.41366073450254875,-1.051200082965557,1.1257890654172362,-0.7726501229036884,0.0,0.0,0.0,-0.7726501229036884,0.4221844695412411,-0.06282918184788217,0.12832650667212522,-0.7726501229036884
-1.3004924426358877,-1.5050572603791652,-1.1966182154242062,1.097782103783948,1.0,1.0,0.0,1.097782103783948,-0.4335352840690364,-0.5094546444854406,0.13024746396511955,1.097782103783948
-0.17421231048350416,0.8155439506077558,-1.49651585953639,0.7148261211274666,1.0,1.0,1.0,0.7148261211274666,0.39201844327898383,0.015899989627597977,-0.021540667855725407,0.7148261211274666
1.6508447574476146,-0.21218480367901804,2.2938906348656767,-2.7705654119353986,1.0,1.0,1.0,-2.7705654119353986,0.37067738471198153,0.2931300816512642,-0.11124722168340652,-2.7705654119353986
0.05562639856805707,1.9709852693065324,-2.0886666845201587,1.9194864708562462,0.0,0.0,0.0,1.9194864708562462,-0.5193543514224181,0.29854121829557423,-0.01990275892217329,1.9194864708562462
2.7227445200241136,2.395813328351762,1.1313142689440854,0.04256154838760252,0.0,0.0,0.0,0.04256154838760252,0.2539303804698021,-0.5136342377494377,0.05969247222198037,0.04256154838760252
0.18150983215629143,-1.0744083664836057,2.5949376226657783,0.08271255539025602,0.0,0.0,1.0,0.08271255539025602,-0.2253623278219064,-0.510720276109764,0.108882555189619,0.08271255539025602
-0.42312290825790344,-3.3097720797453953,-0.5923554215731383,-0.5942101963958706,0.0,1.0,1.0,-0.5942101963958706,-0.13865852399550282,-0.23414706573468436,0.008087295747572332,-0.5942101963958706
-0.2639176902555837,-3.5855431487402623,-0.38873670769395224,-0.16628724254669744,0.0,1.0,1.0,-0.16628724254669744,-0.20408135619604342,0.2180786785539126,0.10070372539408887,-0.16628724254669744
0.678162734658331,-0.37738778599649625,1.6670339739143614,-0.9220955266994824,1.0,0.0,1.0,-0.9220955266994824,-0.09480668621041727,0.21741432002932526,0.08948880392780444,-0.9220955266994824
-0.02250685949291814,1.0386573034182311,0.11308678530354377,1.9146172194247986,0.0,0.0,0.0,1.9146172194247986,-0.15476451911406253,-0.15550337519954938,-0.1432228677649242,1.9146172194247986
-1.4663180664952993,-0.8148113922112801,-0.20657726870916326,-0.10658198548577863,1.0,0.0,0.0,-0.10658198548577863,0.2526869654146797,-0.5136266781439813,0.05982008461554812,-0.10658198548577863
0.12905215661562988,0.6594981873298157,-0.9481214246016578,0.4032346672442671,1.0,1.0,1.0,0.4032346672442671,-0.02296529503862929,-0.43340502105975853,-0.06485269822144958,0.4032346672442671
2.9503296047022367,2.3301128585483646,1.4278223851667693,-0.2667640550063248,0.0,1.0,0.0,-0.2667640550063248,0.29110919845986216,0.29361383330962654,-0.10308109352077204,-0.2667640550063248
